questao,idioma,gabarito,resposta,A,B,C,D,E,NA
136,portuguese,B,B,0.16037735849056603,0.660377358490566,0.018867924528301886,0.16037735849056603,0.0,0.0
137,portuguese,E,D,0.09433962264150944,0.32075471698113206,0.07547169811320754,0.41509433962264153,0.05660377358490566,0.03773584905660377
138,portuguese,E,E,0.0,0.0,0.0,0.2641509433962264,0.7358490566037735,0.0
139,portuguese,D,D,0.09433962264150944,0.009433962264150943,0.16981132075471697,0.6792452830188679,0.04716981132075472,0.0
140,portuguese,A,D,0.2169811320754717,0.0,0.33962264150943394,0.4339622641509434,0.0,0.009433962264150943
141,portuguese,E,D,0.1509433962264151,0.03773584905660377,0.24528301886792453,0.5188679245283019,0.04716981132075472,0.0
142,portuguese,A,D,0.09433962264150944,0.16981132075471697,0.09433962264150944,0.4811320754716981,0.16037735849056603,0.0
143,portuguese,B,D,0.37735849056603776,0.05660377358490566,0.04716981132075472,0.5,0.018867924528301886,0.0
144,portuguese,D,D,0.0,0.0,0.09433962264150944,0.7075471698113207,0.16981132075471697,0.02830188679245283
145,portuguese,D,A,0.3584905660377358,0.08490566037735849,0.1320754716981132,0.2641509433962264,0.12264150943396226,0.03773584905660377
146,portuguese,C,B,0.2358490566037736,0.36792452830188677,0.2169811320754717,0.05660377358490566,0.0,0.12264150943396226
147,portuguese,E,D,0.3490566037735849,0.2358490566037736,0.0,0.41509433962264153,0.0,0.0
148,portuguese,B,D,0.18867924528301888,0.02830188679245283,0.2358490566037736,0.5094339622641509,0.03773584905660377,0.0
149,portuguese,D,A,0.4716981132075472,0.33962264150943394,0.03773584905660377,0.10377358490566038,0.04716981132075472,0.0
150,portuguese,B,A,0.9433962264150944,0.02830188679245283,0.0,0.0,0.0,0.02830188679245283
151,portuguese,A,D,0.0660377358490566,0.16037735849056603,0.1320754716981132,0.5943396226415094,0.02830188679245283,0.018867924528301886
152,portuguese,A,C,0.1792452830188679,0.16981132075471697,0.49056603773584906,0.0,0.03773584905660377,0.12264150943396226
153,portuguese,A,D,0.09433962264150944,0.0,0.02830188679245283,0.7924528301886793,0.08490566037735849,0.0
154,portuguese,A,A,0.7264150943396226,0.25471698113207547,0.0,0.0,0.0,0.018867924528301886
155,portuguese,A,C,0.14150943396226415,0.009433962264150943,0.6037735849056604,0.22641509433962265,0.009433962264150943,0.009433962264150943
156,portuguese,C,C,0.05660377358490566,0.07547169811320754,0.5754716981132075,0.10377358490566038,0.1792452830188679,0.009433962264150943
157,portuguese,anulada,D,0.009433962264150943,0.0,0.009433962264150943,0.9622641509433962,0.018867924528301886,0.0
158,portuguese,C,D,0.05660377358490566,0.0,0.009433962264150943,0.9339622641509434,0.0,0.0
159,portuguese,B,A,0.9245283018867925,0.0660377358490566,0.0,0.0,0.0,0.009433962264150943
160,portuguese,C,D,0.05660377358490566,0.009433962264150943,0.2641509433962264,0.4528301886792453,0.2169811320754717,0.0
161,portuguese,C,C,0.22641509433962265,0.2358490566037736,0.4339622641509434,0.09433962264150944,0.0,0.009433962264150943
162,portuguese,C,D,0.0,0.32075471698113206,0.10377358490566038,0.49056603773584906,0.04716981132075472,0.03773584905660377
163,portuguese,B,C,0.16981132075471697,0.33962264150943394,0.4811320754716981,0.0,0.009433962264150943,0.0
164,portuguese,C,D,0.24528301886792453,0.04716981132075472,0.1792452830188679,0.4528301886792453,0.009433962264150943,0.0660377358490566
165,portuguese,C,A,0.39622641509433965,0.1320754716981132,0.16037735849056603,0.2830188679245283,0.009433962264150943,0.018867924528301886
166,portuguese,D,NA,0.02830188679245283,0.12264150943396226,0.009433962264150943,0.24528301886792453,0.2641509433962264,0.330188679245283
167,portuguese,B,D,0.05660377358490566,0.14150943396226415,0.19811320754716982,0.3113207547169811,0.09433962264150944,0.19811320754716982
168,portuguese,D,A,0.32075471698113206,0.009433962264150943,0.14150943396226415,0.19811320754716982,0.2830188679245283,0.04716981132075472
169,portuguese,E,D,0.14150943396226415,0.02830188679245283,0.37735849056603776,0.4056603773584906,0.03773584905660377,0.009433962264150943
170,portuguese,E,D,0.1320754716981132,0.11320754716981132,0.1792452830188679,0.5,0.07547169811320754,0.0
171,portuguese,C,D,0.11320754716981132,0.0,0.32075471698113206,0.5471698113207547,0.009433962264150943,0.009433962264150943
172,portuguese,B,C,0.25471698113207547,0.18867924528301888,0.3113207547169811,0.2169811320754717,0.02830188679245283,0.0
173,portuguese,D,D,0.02830188679245283,0.03773584905660377,0.0,0.8490566037735849,0.05660377358490566,0.02830188679245283
174,portuguese,C,D,0.10377358490566038,0.2169811320754717,0.14150943396226415,0.4811320754716981,0.05660377358490566,0.0
175,portuguese,A,A,0.5094339622641509,0.1792452830188679,0.09433962264150944,0.1320754716981132,0.03773584905660377,0.04716981132075472
176,portuguese,B,C,0.10377358490566038,0.37735849056603776,0.46226415094339623,0.04716981132075472,0.0,0.009433962264150943
177,portuguese,E,A,0.3867924528301887,0.1320754716981132,0.11320754716981132,0.33962264150943394,0.0,0.02830188679245283
178,portuguese,E,C,0.16037735849056603,0.2830188679245283,0.33962264150943394,0.20754716981132076,0.0,0.009433962264150943
179,portuguese,C,A,0.3867924528301887,0.10377358490566038,0.20754716981132076,0.18867924528301888,0.018867924528301886,0.09433962264150944
180,portuguese,D,NA,0.05660377358490566,0.09433962264150944,0.3113207547169811,0.14150943396226415,0.02830188679245283,0.36792452830188677
